CODE	NAME	SEARCH	DESCRIPTION	CSCore	KACore	NonCore	ILOs
SEC.2	Society, Ethics, and the Profession	(society ethics profession)		Principles and practices of privacy (See also: SEP-Security); Societal impacts on breakdowns in security and privacy (See also: SEP-Context, SEP-Privacy, SEP-Security); Applicability of laws and regulations on security and privacy (See also: SEP-Security); Professional ethical considerations when designing secure systems and maintaining privacy; ethical hacking (See also: SEP-Professional-Ethics, SEP-Privacy, SEP-Security)	Security by design (See also: SF-Security, SF-Design); Privacy by design and privacy engineering (See also: SEP-Privacy, SEP-Security); Security and privacy implications of malicious AI/machine learning actors, e.g., identifying deep fakes (See also: AI-Introduction, AI-ML, SEP-Privacy, SEP-Security); Societal impacts of Internet of Things (IoT) devices and other emerging technologies on security and privacy (See also: SEP-Privacy, SEP-Security)		Calculate the impact of a breakdown in security of a given system.; Construct a system that conforms to security laws.; Apply a set of privacy regulations to design a system that protects privacy.; Evaluate the legal ramifications of a system not corresponding to applicable laws and regulations.; Construct a system that is designed to avoid harm to user privacy
SEC.3	Secure Coding	(secure coding)	Common vulnerabilities and weaknesses; SQL injection and other injection attacks; Cross-site scripting techniques and mitigations; Input validation and data sanitization (See also: OS-Protection, SDF-Fundamentals, SE-Validation); Type safety and type-safe languages (See also: FPL-Types, FPL-Systems, OS-Protection, SDF- Fundamentals, SE-Validation); Buffer overflows, stack smashing, and integer overflows (See also: AR-Assembly, FPL-Systems, OS-Protection); Security issues due to race conditions (See also: FPL-Parallel, PDC-Evaluation)	Principles of noninterference and nondeducibility; Preventing information flow attacks; Offensive security techniques as a defense; AI-assisted malware detection techniques; Ransomware: creation, prevention, and mitigation; Secure use of third-party components (See also: SE-Construction, SE-Validation); Malware: varieties, creation, reverse engineering, and defense against them (See also: FPL- Systems, FPL-Translation); Assurance: testing (including fuzzing and penetration testing), verification, and validation (See also: OS-Protection, SDF-Fundamentals, SE-Construction, SE-Validation); Static and dynamic analyses (See also: FPL-Analysis, MSF-Protection, PDC-Evaluation, SE- Validation); Secure compilers and secure code generation (See also: FPL-Runtime, FPL-Translation)		Identify underlying problems in given examples of an enumeration of common weaknesses and explain how they can be circumvented.; Apply input validation and data sanitization techniques to enhance security of a program.; Describe how the selection of a programming language can impact the security of the system being constructed.; Rewrite a program in a type-safe language (e.g., Java or Rust) originally written in an unsafe programming language (e.g., C/C++).; Evaluate a program for possible buffer overflow attacks and rewrite to prevent such attacks.; Evaluate a set of related programs for possible race conditions and prevent an adversary from exploiting them.; Evaluate and prevent SQL injections attacks on a database application.; Evaluate and prevent cross-site scripting attacks against a website.; Describe different kinds of malicious software.; Construct a program that tests for all input handling errors.; Explain the risks of misusing interfaces with third-party code and how to correctly use third-party code.; Discuss the need to update software to fix security vulnerabilities and the lifecycle management of the;; Construct a system that is protected from unauthorized information flows.; Apply static and dynamic tools to identify programming faults.; Evaluate a system for the existence of malware and remove;; Implement preventive techniques to reduce the occurrence of ransomware.
SEC.4	Cryptography	(cryptography)		Differences between algorithmic, applied, and mathematical views of cryptography; Mathematical preliminaries: modular arithmetic, Euclidean algorithm, probabilistic independence, linear algebra basics, number theory, finite fields, complexity, asymptotic analysis (See also: MSF- Discrete, MSF-Linear); Basic cryptography: symmetric key and public key cryptography (See also: AL-Foundational, MSF- Discrete); Basic cryptographic building blocks, including symmetric encryption, asymmetric encryption, hashing, and message authentication (See also: MSF-Discrete); Classical cryptosystems, such as shift, substitution, transposition ciphers, code books, and machines (See also: MSF-Discrete); Kerckhoff’s principle and use of vetted libraries (See also: SE-Construction); Usage of cryptography in real-world applications, e.g., electronic cash, secure channels between clients and servers, secure electronic mail, entity authentication, device pairing, steganography, and voting systems (See also: NC-Security, GIT-Image)	Additional mathematics: primality, factoring, and elliptic curve cryptography (See also: MSF- Discrete) 261; Private-key cryptosystems: substitution-permutation networks, linear cryptanalysis, differential cryptanalysis, DES, and AES (See also: MSF-Discrete, NC-Security); Public-key cryptosystems: Diffie-Hellman and RSA (See also: MSF-Discrete); Data integrity and authentication: hashing, and digital signatures (See also: MSF-Discrete, DM- Security); Cryptographic protocols: challenge-response authentication, zero-knowledge protocols, commitment, oblivious transfer, secure two- or multi-party computation, hash functions, secret sharing, and applications (See also: MSF-Discrete); Attacker capabilities: chosen-message attack (for signatures), birthday attacks, side channel attacks, and fault injection attacks (See also: NC-Security); Quantum cryptography; Post Quantum/Quantum resistant cryptography (See also: AL- Foundational, MSF-Discrete); Blockchain and cryptocurrencies (See also: MSF-Discrete, PDF-Communication)		Explain the role of cryptography in supporting security and privacy.; Discuss the risks of inventing one’s own cryptographic methods.; Discuss the importance of prime numbers in cryptography and explain their use in cryptographic algorithms.; Implement and cryptanalyze classical ciphers.; Describe how crypto keys can be managed securely.; Compare the space and time performance of a given set of cryptographic methods.; Discuss how modern private-key cryptosystems work and ways to cryptanalyze them.; Discuss how modern public-key cryptosystems work and ways to cryptanalyze them.; Compare different cryptographic algorithms in terms of security.; Explain key exchange protocols and show approaches to reduce their failure.; Describe real-world applications of cryptographic primitives and protocols.; Discuss how quantum cryptography works and the impact of quantum computing on cryptographic algorithms.
SEC.5	Security Analysis, Design, and Engineering	(security analysis, security engineering)		Security engineering goals: building systems that remain dependable despite errors, accidents, or malicious adversaries (See also: SE-Construction, SE-Validation, SEP-Security); Privacy engineering goals: building systems that design, implement, and deploy privacy features and controls (See also: SEP-Privacy); Problem analysis and situational analysis to address system security (See also: SE-Validation); Engineering tradeoff analysis based on time, cost, risk tolerance, risk acceptance, return on investment, and so on (See also: PDC-Evaluation, SE-Validation)	Security design and engineering, including functional requirements, security subsystems, information protection, security testing, security assessment, and evaluation (See also: PDC- Evaluation, SE-Requirements, SE-Validation); Security analysis, covering security requirements analysis; security controls analysis; threat analysis; and vulnerability analysis (See also: FPL-Analysis, PDC-Evaluation); Security attack domains and attack surfaces, e.g., communications and networking, hardware, physical, social engineering, software, and supply chain (See also: NC-Security); Security attack modes, techniques, and tactics, e.g., authentication abuse; brute force; buffer manipulation; code injection; content insertion; denial of service; eavesdropping; function bypass; impersonation; integrity attack; interception; phishing; protocol analysis; privilege abuse; spoofing; and traffic injection (See also: NC-Security, OS-Protection, SE-Validation); Attestation of software products with respect to their specification and adaptiveness (See also: SE- Requirements, SE-Validation); Design and development of cyber-physical systems; Considerations for trustworthy computing, e.g., tamper resistant packaging, trusted boot, trusted kernel, hardware root of trust, software signing and verification, hardware-based cryptography, virtualization, and containers (See also: SE-Construction, SE-Validation)		Create a threat model for a system or system design.; Apply situational analysis to develop secure solutions under a specified scenario.; Evaluate a given scenario for tradeoff analysis for system performance, risk assessment, and costs.; Design a set of technical security controls, countermeasures, and information protections to meet the security requirements and security objectives for a system.; Evaluate the effectiveness of security functions, technical controls, and componentry for a system.; Identify and mitigate security vulnerabilities and weaknesses in a system.; Evaluate and predict emergent behavior in areas such as Data Science, AI, and Machine Learning.
SEC.6	Digital Forensics	(digital forensics)			Basic principles and methodologies for digital forensics; System design for forensics; Forensics in different situations: operating systems, file systems, application forensics, web forensics, network forensics, mobile device forensics, use of database auditing (See also: NC- Security); Attacks on forensics and preventing such attacks; Incident handling processes; Rules of evidence – general concepts and differences between jurisdictions (See also: SEP- Security); Legal issues: digital evidence protection and management, chains of custody, reporting, serving as an expert witness (See also: SEP-Security)		Explain what a digital investigation is and how it can be implemented (See also: SEP-Security); Design and implement software to support forensics.; Describe legal requirements for using seized data and its usage. (See also: SEP-Security); Describe and implement an end-to-end chain of custody from initial digital evidence seizure to evidence disposal. (See also: SEP-Privacy, SEP-Security); Extract data from a hard drive to comply with the law (See also: SEP-Security); Discuss a person’s professional responsibilities and liabilities when testifying as a forensics expert (See also: SEP-Professional-Ethics); Recover data based on a given search term from an imaged system; Reconstruct data and events from an application history, or a web artifact, or a cloud database, or a mobile device. (See also: SPD-Mobile, SPD-Web); Capture and analyze network traffic. (See also: NC-Security); Develop approaches to address the challenges associated with mobile device forensics.; Apply forensics tools to investigate security breaches.; Identify and mitigate anti-forensic methods.
SEC.7	Security Governance	(security governance)			Protecting critical assets from threats; Security governance: organizational objectives and general risk assessment; Security management: achieve and maintain appropriate levels of confidentiality, integrity, availability, accountability, authenticity, and reliability (See also: SE-Validation); Security policy: organizational policies, issue-specific policies, system-specific policies; Approaches to identifying and mitigating risks to computing infrastructure; Data lifecycle management policies: data collection, backups, and retention; cloud storage and services; breach disclosure (See also: DM-Security)		Describe critical assets and how they can be protected.; Differentiate between security governance, management, and controls, giving examples of each.; Describe a technical control and implement it to mitigate specific threats.; Identify and assess risk of programs and database applications causing breaches.; Design and implement appropriate backup strategies conforming to a given policy.; Discuss a breach disclosure policy based on legal requirements and implement the policy.; Identify the risks and benefits of outsourcing to the cloud.
SEP	Society, Ethics, and the Profession	(society ethics profession)	The ACM Code of Ethics and Professional Conduct states: 'Computing professionals' actions change the world. To act responsibly, they should reflect upon the wider impacts of their work, consistently supporting the public good.' The IEEE Code of Ethics starts by recognizing 'the importance of our technologies in affecting the quality of life throughout the world.' The AAAI Code of Professional Ethics and Conduct begins with 'Computing professionals, and in particular, AI professionals’ actions change the world. To act responsibly, they should reflect upon the wider impacts of their work, consistently supporting the public good.' While technical issues dominate the computing curriculum, they do not constitute a complete educational program in the broader context. It is more evident today than ever that students must also be exposed to the larger societal context of computing to develop an understanding of the critical and relevant social, ethical, legal, and professional issues and responsibilities at hand. This need to incorporate the study of these non-technical issues into the ACM curriculum was formally recognized in 1991, as articulated in the following excerpt from CS1991 [1]. Undergraduates also need to understand the basic cultural, social, legal, and ethical issues inherent in the discipline of computing. They should understand where the discipline has been, where it is, and where it is heading. They should also understand their individual roles in this process, as well as appreciate the philosophical questions, technical problems, and aesthetic values that play an important part in the development of the discipline. Students also need to develop the ability to ask serious questions about the social impact of computing and to evaluate proposed answers to those questions. Future practitioners must be able to anticipate the impact of introducing a given product into a given environment. Will that product enhance or degrade the quality of life? What will the impact be upon individuals, groups, and institutions? Finally, students need to be aware of the basic legal rights of software and hardware vendors and users, and they also need to appreciate the ethical values that are the basis for those rights. Future practitioners must understand the responsibility that they will bear, and the possible consequences of failure. They must understand their own limitations as well as the limitations of their tools. All practitioners must make a long-term commitment to remaining current in their chosen specialties and in the discipline of computing as a whole. Nonetheless, in recent years myriad high-profile issues affecting society at large have occurred leading to the conclusion that computer science professionals are not as prepared as they should; As technological advances (more specifically, how these advances are used by humans) continue to significantly impact the way we live and work, the critical importance of social and ethical issues and professional practice continues to increase in magnitude and consequence. The ways we usecomputing products and platforms, while hopefully providing opportunities, also introduce ever more challenging problems. A recent example is the emergence of generative AI, including large language models that generate code. A 2020 Communications of the ACM article [4] stated: '... because computing as a discipline is becoming progressively more entangled within the human and social lifeworld, computing as an academic discipline must move away from engineering-inspired curricular models and integrate the analytic lenses supplied by social science theories and methodologies.' In parallel to, and as part of, the heightened awareness of the social consequences computing has on the world, computing communities have become much more aware – and active – in areas of diversity, equity, inclusion, and accessibility. These feature in statements and initiatives at ACM [8], IEEE [9], and AAAI [10] and in their codes of conduct [1-3]. All students deserve an inclusive, diverse, equitable and accessible learning environment. Computing students also have a unique duty to ensure that when put to practice, their skills, knowledge, and competencies are applied in ways that work for, and not against, the principles of diversity, equity, inclusion, and accessibility. These principles are inherently a part of computing, and a new knowledge unit 'Diversity, Equity, Inclusion and Accessibility' (SEP-DEIA) has been added to this knowledge area. Computer science educators may opt to deliver the material in this knowledge area within the contexts of traditional technical and theoretical courses, in dedicated courses, and as part of capstone, project, and professional practice courses. The material in this knowledge area is best covered through a combination of all the above. It is too commonly held that many topics in this knowledge area may not readily lend themselves to being covered in other more traditional computer science courses. However, many of these topics naturally arise in traditional courses, or can be included with minimal effort. The benefits of exposing students to SEP topics within the context of those traditional courses are invaluable. Nonetheless institutional challenges will present barriers; for instance, some of these traditional courses may not be offered at a given institution and, in such cases, it is difficult to cover these topics appropriately without a dedicated SEP course. If social, ethical, and professional considerations are covered only in a dedicated course and not in the context of others, it could reinforce the false notion that technical processes are void of these important aspects, or that they are more isolated than they; Because of the broad relevance of these knowledge units, it is important that as many traditional courses as possible include aspects such as case studies, that analyze ethical, legal, social, and professional considerations in the context of the technical subject matter of those courses. Courses in areas such as software engineering, databases, computer graphics, computer networks, information assurance & security, and introduction to computing, all provide obvious context for analysis of such issues. However, an ethics-related module could be developed for almost any program. It would be explicitly against the spirit of these recommendations to have only a dedicated course within a specific computer science curriculum without great practical reason. Further, these topics should be covered in courses starting from year; Presenting them as advanced topics in later courses only creates an artificial perception that SEP topics are only important at a certain level or complexity. While it is true that the importance and consequence of SEP topics increases with level and complexity, introductory topics are not devoid of SEP topics. Further, many SEP topics are best presented early to lay a foundation for more intricate topics later in the curriculum.Running through all the topics in this knowledge area is the need to speak to the computing practitioner’s responsibility to proactively address issues through both ethical and technical actions. Today it is important not only for the topics in this knowledge area, but for students’ knowledge in general, that the ethical issues discussed in any course should be directly related to – and arise naturally from – the subject matter of that course. Examples include a discussion in a database course of the SEP aspects of data aggregation or data mining; or a discussion in a software engineering course of the potential conflicts between obligations to the customer and users as well as all others affected by their work. Computing faculty who are unfamiliar with the content and/or pedagogy of applied ethics are urged to take advantage of the considerable resources from ACM, IEEE-CS, AAAI, SIGCAS (ACM Special Interest Group on Computers and Society), and other organizations. Additionally, it is the educator’s responsibility to impress upon students that this area is just as important – in ways more important – than technical areas. The societal, ethical, and professional knowledge gained in studying topics in this knowledge area will be used throughout one’s career and are transferable between projects, jobs, and often even industries, particularly as one’s career progresses into project leadership and management. The ACM Code of Ethics and Professional Conduct [5], the IEEE Code of Ethics [6], and the AAAI Code of Professional Ethics and Conduct [7] provide guidance that serve as the basis for the conduct of all computing professionals in their work. The ACM Code emphasizes that ethical reasoning is not an algorithm to be followed, and computer professionals are expected to consider how their work impacts the public good as the primary consideration. It falls to computing educators to highlight the domain- specific role of these topics for our students, but computer science programs should certainly be willing to lean on complementary courses from the humanities and social sciences. Most computing educators are not also moral philosophers. Yet CS2023, along with past CS curricular recommendations, indicate the need for ethical analysis. CS2023 and prior curricular recommendations are quite clear on the required mathematical foundations that students are expected to gain which are often delivered by mathematics departments. Yet, the same is not true of moral philosophy. No one would expect a student to be able to provide a proof by induction until after having successfully completed a course in discrete mathematics. Yet, the parallel with respect to ethical analyses is somehow absent. We seemingly do (often) expect our students to perform ethical analysis without having the appropriate prerequisite knowledge from philosophy. Further, the application of ethical analysis also underlies every other knowledge unit in this knowledge area. We acknowledge that the knowledge unit Methods for Ethical Analysis (SEP-Ethical-Analysis) is the only one in this knowledge area that does not readily lend itself to being taught in the context of other CS2023 knowledge areas. Suggestions in terms of addressing this appear in the Course Packaging Suggestions. The lack of prerequisite training in social, ethical, and professional topics has facilitated graduates operating with a certain ethical egoism (e.g., ‘Here is what I believe/think/feel is right’). Regardless of how well intentioned, one might conclude that this is what brought us to a point in history where there are frequent occurrences of unintended consequences of technology, serious data breaches, and software failures causing economic, emotional. and physical harm. Certainly, computing graduates who have learned how to apply the various ethical frameworks or lenses proposed through the ages would only serve to improve this situation. In retrospect, to ignore the lessons from moral philosophy, whichhave been debated and refined for millennia – on what it means to act justly, or work for the common good – appears as hubris.				
SEP.1	Social Context	(social context)		Social implications (e.g., political and cultural ideologies) in a hyper-networked world where the capabilities and impact of social media, artificial intelligence, and computing in general are rapidly evolving.; Impact of computing applications (e.g., social media, artificial intelligence applications) on individual well-being, and safety of all kinds (e.g., physical, emotional, economic).; Consequences of involving computing technologies, particularly artificial intelligence, biometric technologies, and algorithmic decision-making systems, in civic life (e.g., facial recognition technology, biometric tags, resource distribution algorithms, policing software) and how human agency and oversight is crucial. 274; How deficits in diversity and accessibility in computing affect society and what steps can be taken to improve equity in computing.	Growth and control of the internet, data, computing, and artificial intelligence; Often referred to as the digital divide, differences in access to digital technology resources and its resulting ramifications for gender, class, ethnicity, geography, and/or developing countries, including consideration of responsibility to those who might be less wealthy, under threat, or who would struggle to have their voices heard.; Accessibility issues, including legal requirements such as Web Content Accessibility Guidelines (www.w3.org/TR/WCAG21); Context-aware computing		Describe the different ways that computer technology (networks, mobile computing, artificial intelligence) mediates social interaction at the personal and collective levels.; Identify developers’ assumptions and values embedded in hardware and software design, especially as they pertain to usability for diverse populations including under-served and those with disabilities.; Interpret the social context of a given design and its implementation.; Analyze the efficacy of a given design and implementation using empirical data.; Understand the implications of technology use (e.g., social media) for different identities, cultures, and communities.; Describe the internet’s role in facilitating communication between citizens, governments, and each other.; Analyze the effects of reliance on computing in the implementation of democracy (e.g., delivery of social services, electronic voting).; Describe the impact of a lack of appropriate representation of people from historically minoritized populations in the computing profession (e.g., industry culture, product diversity).; Discuss the implications of context awareness in ubiquitous computing systems.; Express how access to the internet and computing technologies affect different societies.; Identify why/how internet access can be viewed as a human right.
SEP.2	Models for Ethical Analysis	(ethics model)		Avoiding fallacies and misrepresentation in argumentation; Ethical theories and decision-making (philosophical and social frameworks, e.g. [1]); Recognition of the role culture plays in our understanding, adoption, design, and use of computing technology; Why ethics is important in computing, and how ethics is similar to, and different from, laws and social norms	Professional checklists; Evaluation rubrics; Stakeholder analysis; Standpoint theory; Introduction to ethical frameworks (e.g., consequentialism such as utilitarianism, non- consequentialism such as duty, rights, or justice, agent-centered such as virtue or feminism, contractarianism, ethics of care) and their use for analyzing an ethical dilemma		Describe how a given cultural context impacts decision making.; Express the use of example and analogy in ethical argument.; Analyze (and avoid) basic logical fallacies in an argument.; Analyze an argument to identify premises and conclusion.; Evaluate how and why ethics is so important in computing and how it relates to cultural norms, values, and;; Justify a decision made on ethical grounds.; Distinguish all stakeholder positions in relation to their cultural context in a given situation.; Analyze the potential for introducing or perpetuating ethical debt (deferred consideration of ethical impacts or implications) in technical decisions.; Discuss the advantages and disadvantages of traditional ethical frameworks.; Analyze ethical dilemmas related to the creation and use of technology from multiple perspectives using ethical frameworks.
SEP.3	Professional Ethics	(professional ethics)		Community values and the laws by which we live; The nature of being a professional including care, attention, discipline, fiduciary responsibility, and mentoring; Keeping up to date as a computing professional in terms of familiarity, tools, skills, legal and professional frameworks as well as the ability and responsibility to self-assess and progress in the computing field; Professional certification, codes of ethics, conduct, and practice, such as the ACM, IEEE, AAAI, and other international societies; Accountability, responsibility, and liability (e.g., software correctness, reliability and safety, warranty, negligence, strict liability, ethical approaches to security vulnerability disclosures) including whether a product/service should be built, not just doing so because it is technically possible.; Introduction to theories describing the human creation and use of technology including instrumentalism, sociology of technological systems, disability justice, neutrality thesis, pragmatism, and decolonial models, including developing and using technology to right wrongs and do good; Strategies for recognizing and reporting designs, systems, software, and professional conduct (or their outcomes) that may violate law or professional codes of ethics	The role of the computing professional and professional societies in public policy; Maintaining awareness of consequences; Ethical dissent and whistleblowing; The relationship between regional culture and ethical dilemmas; Dealing with harassment and discrimination; Forms of professional credentialing; Ergonomics and healthy computing environments; Time-to-market and cost considerations versus quality professional standards		Identify ethical issues that arise in software design, development practices, and software deployment.; Discuss how to address ethical issues in specific situations.; Express the ethical responsibility of ensuring software correctness, reliability and safety including from where this responsibility arises (e.g., ACM/IEEE/AAAI Codes of Ethics, laws and regulations, organizational policies).; Describe the mechanisms that typically exist for a professional to keep up to date in ethical matters.; Describe the strengths and weaknesses of relevant professional codes as expressions of being a professional and guides to decision-making.; Analyze a global computing issue, observing the role of professionals and government officials in managing this problem.; Describe ways in which professionals and professional organizations may contribute to public policy.; Describe the consequences of inappropriate professional behavior.; Be familiar with whistleblowing and have access to knowledge to guide one through an incident.; Identify examples of how regional culture interplays with ethical dilemmas.; Describe forms of harassment and discrimination and avenues of assistance.; Assess various forms of professional credentialing.; State the relationship between ergonomics in computing environments and people’s health.; Describe issues associated with industries’ push to focus on time-to-market versus enforcing quality professional standards.
SEP.4	Intellectual Property	(intellectual property, ip)		Intellectual property rights; Intangible digital intellectual property (IDIP); Legal foundations for intellectual property protection; Common software licenses (e.g., MIT, GPL and its variants, Apache, Mozilla, Creative Commons); Plagiarism and authorship	Philosophical foundations of intellectual property 278; Forms of intellectual property (e.g., copyrights, patents, trade secrets, trademarks) and the rights they protect; Limitations on copyright protections, including fair use and the first sale doctrine; Intellectual property laws and treaties that impact the enforcement of copyrights; Software piracy and technical methods for enforcing intellectual property rights, such as digital rights management and closed source software as a trade secret; Moral and legal foundations of the open-source movement; Systems that use others’ data (e.g., large language models)		Describe and critique legislation and precedent aimed at digital copyright infringements.; Identify contemporary examples of intangible digital intellectual property.; Select an appropriate software license for a given project.; Defend legal and ethical uses of copyrighted materials.; Interpret the intent and implementation of software licensing.; Discuss whether a use of copyrighted material is likely to be fair;; Analyze the ethical issues inherent in various plagiarism detection mechanisms.; Identify multiple forms of plagiarism beyond verbatim copying of text or software (e.g., intentional paraphrasing, authorship misrepresentation, and improper attribution).; Discuss the philosophical bases of intellectual property in an appropriate context (e.g., country).; Distinguish the conflicting issues involved in securing software patents.; Contrast the protections and obligations of copyright, patent, trade secret, and trademarks.; Describe the rationale for the legal protection of intellectual property in the appropriate context (e.g., country).; Analyze the use of copyrighted work under the concepts of fair use and the first sale doctrine.; Identify the goals of the open-source movement and its impact on fields beyond computing, such as the right-to-repair movement.; Summarize the global nature of software piracy.; Criticize the use of technical measures of digital rights management (e.g., encryption, watermarking, copy restrictions, and region lockouts) from multiple stakeholder perspectives.; Discuss the nature of anti-circumvention laws in the context of copyright protection.
SEP.5	Privacy and Civil Liberties	(privacy, civil liberties)		Privacy implications of widespread data collection including but not limited to transactional databases, data warehouses, surveillance systems, cloud computing, and artificial intelligence; Conceptions of anonymity, pseudonymity, and identity; Technology-based solutions for privacy protection (e.g., end-to-end encryption and differential privacy); Civil liberties, privacy rights, and cultural differences	Philosophical and legal conceptions of the nature of privacy including the right to privacy; Legal foundations of privacy protection in relevant jurisdictions (e.g., GDPR in the EU); Privacy legislation in areas of practice (e.g., HIPAA in the US, AI Act in the EU); Basic Principles of human-subjects research and principles beyond what the law requires (e.g., Belmont Report, UN Universal Declaration on Human Rights and how this relates to technology); Freedom of expression and its limitations; User-generated content, content moderation, and liability		Evaluate solutions to privacy threats in transactional databases and data warehouses.; Describe the role of data collection in the implementation of pervasive surveillance systems (e.g., RFID, face recognition, toll collection, mobile computing).; Distinguish the concepts and goals of anonymity and pseudonymity.; Describe the ramifications of technology-based privacy protections, including differential privacy and end-to-end encryption.; Identify cultural differences regarding the nature and necessity of privacy and other civil liberties.; Discuss the philosophical basis for the legal protection of personal privacy in an appropriate context (e.g., country).; Critique the intent, potential value, and implementation of various forms of privacy legislation and principles beyond what the law requires.; Identify strategies to enable appropriate freedom of expression.
SEP.6	Communication	(communication)		Oral, written, and electronic team and group communication; Technical communication materials (e.g., source code, and documentation, tutorials, reference materials, API documentation); Communicating with different stakeholders such as customers, leadership, or the public; Team collaboration (including tools) and conflict resolution; Accessibility and inclusivity requirements for addressing professional audiences; Cultural competence in communication including considering the impact of difference in natural language	Tradeoffs in competing factors that affect communication channels and choices; Communicating to solve problems or make recommendations in the workplace, such as raising ethical concerns or addressing accessibility issues		Understand the importance of writing concise and accurate technical documents following well- defined standards for format and for including appropriate tables, figures, and references.; Analyze written technical documentation for technical accuracy, concision, lack of ambiguity, and awareness of audience.; Compose and deliver an audience-aware, accessible, and organized formal presentation.; Plan interactions (e.g., virtual, face-to-face, shared documents) with others in ways that invite inclusive participation, model respectful consideration of others’ contributions, and explicitly value diversity of ideas.; Identify and describe qualities of effective communication (e.g., virtual, face-to-face, intragroup, shared documents).; Understand how to communicate effectively and appropriately as a member of a team including conflict resolution techniques.; Discuss ways to influence performance and results in diverse and cross-cultural teams.; Assess personal strengths and weaknesses to work remotely as part of a team drawing from diverse backgrounds and experiences.; Choose an appropriate way to communicate delicate ethical concerns.
SEP.7	Sustainability	(sustainability)		Environmental, social, and cultural impacts of implementation decisions (e.g., sustainability goals, algorithmic bias/outcomes, economic viability, and resource consumption); Local/regional/global social and environmental impacts of computing systems and their use (e.g., carbon footprints, resource usage, e-waste) due to hardware (e.g., e-waste, data centers, rare element and resource utilization, recycling) and software (e.g., cloud-based services, blockchain, AI model training and use). This includes everyday use of hardware (cheap hardware replaced frequently) and software (web-browsing, email, and other services with hidden/remote computational demands).; Guidelines for sustainable design standards.	Systemic effects of complex computing technologies and phenomena (e.g., generative AI, data centers, social media, offshoring, remote work).; Pervasive computing: Information processing that has been integrated into everyday objects and activities, such as smart energy systems, social networking, and feedback systems to promote sustainable behavior, transportation, environmental monitoring, citizen science and activism.; How the sustainability of software systems is interdependent with social systems, including the knowledge and skills of its users, organizational processes and policies, and its societal context (e.g., market forces, government policies)		Identify ways to be a sustainable practitioner in a specific area or with a specific project.; Assess the environmental impacts of a given project’s deployment (e.g., energy consumption, contribution to e-waste, impact of manufacturing).; Describe global social and environmental impacts of computer use and disposal.; List the sustainable effects of modern practices and activities (e.g., remote work, e-commerce, cryptocurrencies, AI models, data centers).; Describe the environmental impacts of design choices within the field of computing that relate to algorithm design, operating system design, networking design, database design,;; Analyze the social and environmental impacts of new system designs.; Design guidelines for sustainable IT design or deployment in areas such as smart energy systems, social networking, transportation, agriculture, supply-chain systems, environmental monitoring, and citizen activism.; Assess computing applications in respect to environmental issues (e.g., energy, pollution, resource usage, recycling and reuse, food management and production).
SEP.8	Computing History	(computing history)		The history of computing: hardware, software, and human/organizational.; The role of history in the present including within different social contexts, and the relevance of this history on the future.	Age I (Pre-digital): Ancient analog computing (Stonehenge, Antikythera mechanism, Salisbury Cathedral clock, etc.), human-calculated number tables, Euclid, Lovelace, Babbage, Gödel, Church, Turing, pre-electronic (electro-mechanical and mechanical) hardware; Age II (Early modern computing): ENIAC, UNIVAC, Bombes (Bletchley Park and codebreakers), computer companies (e.g., IBM), mainframes,;; Age III (PC era): PCs, modern computer hardware and software, Moore’s Law; Age IV (Internet): Networking, internet architecture, browsers and their evolution, standards, born- on-the-internet companies, and services (e.g., Google, Amazon, Microsoft, etc.), distributed computing; Age V (Mobile & Cloud): Mobile computing and smartphones, cloud computing and models thereof (e.g., SaaS), remote servers, security and privacy, social media; Age VI (AI): Decision making systems, recommender systems, generative AI and other machine learning driven tools and technologies		Understand the relevance and impact of computing history on recent events, present context, and possible future outcomes, from more than one cultural perspective.; Discuss how perspectives held today have been shaped by history, and that alternative perspectives exist (e.g., fears of AI replacing human workers vs AI augmenting human work, various views on Moore’s Law).; Identify formative and consequential trends in the history of the computing field.; Identify the contributions of pioneering individuals or organizations (research labs, computer companies, government offices) in the computing field.; Discuss the historical context for important moments in history of computing, such as the move from vacuum tubes to transistors (TRADIC), early seminal operating systems (e.g., OS 360), Xerox PARC and the first Apple computer with a GUI, the creation of specific programming language paradigms, the first computer virus, the creation of the internet, the creation of the WWW, the dot com bubble, Y2K, the introduction of smartphones,;; Compare daily life before and after the advent of milestone developments (e.g., personal computers or the internet)
SEP.9	Economies of Computing	(economy, money)			Economic models: regulated and unregulated, monopolies, network effects, and open market; knowledge and attention economies; Pricing and deployment strategies: planned obsolescence, subscriptions, freemium, software licensing, open-source, free software, adware; Impacts of differences in access to computing resources, and the effect of skilled labor supply and demand on the quality of computing products; Automation, AI, and their effects on job markets, developers, and users; Ethical concerns surrounding the attention economy and other economies of computing (e.g. informed consent, data collection, use of verbose legalese in user agreements)		Summarize the social effects of economic models (e.g., the knowledge and attention economies).; Describe the differences and similarities of competing strategies (e.g., subscription vs freemium vs free).; Discuss examples of digital divides.; Understand the effects of automation and AI on society.; Understand the ethical implications of computing economies that rely on attention and data.
